"Case Number";"Season";"Year";"Type";"Country";"Area";"Sex";"Fatal (Y/N)";"Species";"original order"
"2014.10.05.a";"Fall";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";5811
"2014.10.05.b";"Fall";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";5813
"2014.10.07";"Fall";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5812
"2014.10.12";"Fall";"2014";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5815
"2014.10.14";"Fall";"2014";"Unprovoked";"USA";"South Carolina";"F";"N";"Bull Shark";5816
"2014.10.18";"Fall";"2014";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5818
"2014.10.19";"Fall";"2014";"Boating";"USA";"California";"F";"N";"Unknown";5819
"2014.10.20";"Fall";"2014";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5820
"2014.10.22";"Fall";"2014";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";5821
"2014.10.31";"Fall";"2014";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";5823
"2014.11.08";"Fall";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5824
"2014.11.13";"Fall";"2014";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5826
"2014.11.16";"Fall";"2014";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5827
"2014.12.28.b";"Winter";"2014";"Unprovoked";"USA";"California";"M";"N";"White Shark";5836
"2015.01.01";"Winter";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5841
"2015.01.19.b";"Winter";"2015";"Boating";"USA";"Florida";"M";"N";"White Shark";5848
"2015.01.27";"Winter";"2015";"Provoked";"USA";"Hawaii";"M";"N";"Unknown";5851
"2015.03.18";"Spring";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5862
"2015.04.03";"Spring";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5867
"2015.04.13";"Spring";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Blue Shark";5870
"2015.04.26";"Spring";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5873
"2015.04.29";"Spring";"2015";"Unprovoked";"USA";"Hawaii";"F";"Y";"Unknown";5874
"2015.05.07";"Spring";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5877
"2015.05.15";"Spring";"2015";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5879
"2015.05.20";"Spring";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5880
"2015.05.24";"Spring";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5881
"2015.05.29.a";"Spring";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5883
"2015.05.29.b";"Spring";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5884
"2015.06.05";"Summer";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Nurse Shark";5886
"2015.06.07";"Summer";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";5887
"2015.06.11";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"F";"N";"Unknown";5888
"2015.06.13";"Summer";"2015";"Unprovoked";"USA";"California";"F";"N";"Shortfin Mako Shark";5889
"2015.06.14.a";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"F";"N";"Bull Shark";5890
"2015.06.14.b";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"M";"N";"Bull Shark";5891
"2015.06.17";"Summer";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5892
"2015.06.23";"Summer";"2015";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5894
"2015.06.24.b";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"M";"N";"Sand Tiger Shark";5896
"2015.06.25";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5897
"2015.06.26.a";"Summer";"2015";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5899
"2015.06.27.b";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"M";"N";"Bull Shark";5903
"2015.06.30.a";"Summer";"2015";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5904
"2015.07-10";"Summer";"2015";"Unprovoked";"USA";"California";"M";"N";"White Shark";5913
"2015.07.01";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5906
"2015.07.04.a";"Summer";"2015";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";5909
"2015.07.23.b";"Summer";"2015";"Provoked";"USA";"California";"M";"N";"Shortfin Mako Shark";5917
"2015.07.26.b";"Summer";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5920
"2015.08.10";"Summer";"2015";"Provoked";"USA";"California";"M";"N";"Hammerhead Shark";5924
"2015.08.18.b";"Summer";"2015";"Boating";"USA";"California";"M";"N";"White Shark";5926
"2015.08.19";"Summer";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5927
"2015.08.20";"Summer";"2015";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5928
"2015.08.29.a";"Summer";"2015";"Unprovoked";"USA";"California";"M";"N";"White Shark";5931
"2015.08.29.b";"Summer";"2015";"Unprovoked";"USA";"California";"F";"N";"White Shark";5932
"2015.09.03";"Fall";"2015";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";5935
"2015.09.05";"Fall";"2015";"Provoked";"USA";"California";"M";"N";"Hammerhead Shark";5937
"2015.09.06";"Fall";"2015";"Unprovoked";"USA";"California";"F";"N";"White Shark";5938
"2015.09.17";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5940
"2015.09.18";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5941
"2015.09.19";"Fall";"2015";"Boating";"USA";"California";"M";"N";"Hammerhead Shark";5942
"2015.09.20.a";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5943
"2015.09.20.b";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5944
"2015.09.20.c";"Fall";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5945
"2015.09.20.d";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5946
"2015.09.24";"Fall";"2015";"Boating";"USA";"California";"M";"N";"White Shark";5947
"2015.09.29";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";5949
"2015.10.04";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";5950
"2015.10.05.a";"Fall";"2015";"Unprovoked";"USA";"Texas";"M";"N";"Unknown";5951
"2015.10.05.b";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5952
"2015.10.09.a";"Fall";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5955
"2015.10.09.b";"Fall";"2015";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";5956
"2015.10.13";"Fall";"2015";"Boating";"USA";"California";"M";"N";"Hammerhead Shark";5957
"2015.10.17.a";"Fall";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5958
"2015.10.19";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Spinner Shark";5961
"2015.10.21";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5962
"2015.10.28.a";"Fall";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5964
"2015.11.01.b";"Fall";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5967
"2015.11.03";"Fall";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5968
"2015.11.15.a";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Spinner Shark";5971
"2015.11.15.b";"Fall";"2015";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";5972
"2015.11.16";"Fall";"2015";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";5973
"2015.12.22";"Winter";"2015";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5981
"2016.01.23";"Winter";"2016";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";5987
"2016.01.24.b";"Winter";"2016";"Unprovoked";"USA";"Texas";"M";"N";"Bull Shark";5989
"2016.01.25";"Winter";"2016";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";5990
"2016.01.28";"Winter";"2016";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";5991
"2016.03.04";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6003
"2016.03.11";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6005
"2016.03.31";"Spring";"2016";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";6011
"2016.04.07.b";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6013
"2016.04.13";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";6016
"2016.04.23";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6021
"2016.05.03";"Spring";"2016";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";6024
"2016.05.15";"Spring";"2016";"Provoked";"USA";"Florida";"F";"N";"Nurse Shark";6025
"2016.05.18";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";6026
"2016.05.21.a";"Spring";"2016";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6027
"2016.05.21.b";"Spring";"2016";"Unprovoked";"USA";"Florida";"F";"N";"Bull Shark";6028
"2016.05.22";"Spring";"2016";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6029
"2016.05.29.a";"Spring";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6030
"2016.05.29.b";"Spring";"2016";"Unprovoked";"USA";"California";"F";"N";"Unknown";6031
"2016.06.05.b";"Summer";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6037
"2016.06.11";"Summer";"2016";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";6039
"2016.06.14";"Summer";"2016";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";6040
"2016.06.15.b";"Summer";"2016";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";6042
"2016.06.21.a";"Summer";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6043
"2016.06.21.b";"Summer";"2016";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";6044
"2016.06.25";"Summer";"2016";"Unprovoked";"USA";"North Carolina";"M";"N";"Unknown";6047
"2016.06.27";"Summer";"2016";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";6048
"2016.07.06";"Summer";"2016";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6050
"2016.07.07.a";"Summer";"2016";"Boating";"USA";"California";"M";"N";"White Shark";6051
"2016.07.07.b";"Summer";"2016";"Provoked";"USA";"Massachusetts";"M";"N";"Dogfish Shark";6052
"2016.07.08";"Summer";"2016";"Boating";"USA";"California";"M";"N";"White Shark";6053
"2016.07.15.a";"Summer";"2016";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";6056
"2016.07.15.b";"Summer";"2016";"Unprovoked";"USA";"California";"M";"N";"White Shark";6057
"2016.07.16.a";"Summer";"2016";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6058
"2016.07.16.b";"Summer";"2016";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6059
"2016.07.27";"Summer";"2016";"Provoked";"USA";"Florida";"M";"N";"Nurse Shark";6066
"2016.08.04";"Summer";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Blacktip Shark";6070
"2016.08.06";"Summer";"2016";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";6071
"2016.08.25";"Summer";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6073
"2016.08.29.a";"Summer";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6075
"2016.08.29.b";"Summer";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";6076
"2016.09.01";"Fall";"2016";"Unprovoked";"USA";"California";"M";"N";"White Shark";6078
"2016.09.04";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6079
"2016.09.05.b";"Fall";"2016";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";6081
"2016.09.07";"Fall";"2016";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";6083
"2016.09.11";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6084
"2016.09.17.b";"Fall";"2016";"Unprovoked";"USA";"California";"M";"N";"Unknown";6088
"2016.09.18.a";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6089
"2016.09.18.b";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6090
"2016.09.18.c";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6091
"2016.10.01";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6093
"2016.10.02";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6094
"2016.10.10";"Fall";"2016";"Unprovoked";"USA";"Oregon";"M";"N";"Unknown";6095
"2016.10.14";"Fall";"2016";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";6098
"2016.10.21";"Fall";"2016";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";6100
"2016.10.29";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6102
"2016.10.30";"Fall";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6103
"2016.11.14";"Fall";"2016";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";6104
"2016.12.27";"Winter";"2016";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6113
"2017.01.05";"Winter";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6115
"2017.01.13.a";"Winter";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6118
"2017.01.22";"Winter";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6121
"2017.02.11";"Winter";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6127
"2017.03.18";"Spring";"2017";"Boating";"USA";"California";"M";"N";"White Shark";6134
"2017.03.27";"Spring";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6136
"2017.04.02.a";"Spring";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Bull Shark";6137
"2017.04.05";"Spring";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6139
"2017.04.06";"Spring";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6140
"2017.04.10.a";"Spring";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6141
"2017.04.10.b";"Spring";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6142
"2017.04.11";"Spring";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6143
"2017.04.12.b";"Spring";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6145
"2017.04.13";"Spring";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6146
"2017.04.14";"Spring";"2017";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";6147
"2017.04.29.b";"Spring";"2017";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";6155
"2017.04.29.d";"Spring";"2017";"Unprovoked";"USA";"California";"F";"N";"Unknown";6157
"2017.05.28";"Spring";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Tiger Shark";6163
"2017.05.30";"Spring";"2017";"Provoked";"USA";"South Carolina";"F";"N";"Unknown";6164
"2017.06.04";"Summer";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6166
"2017.06.10.a";"Summer";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6168
"2017.06.18.b";"Summer";"2017";"Unprovoked";"USA";"South Carolina";"F";"N";"Bull Shark";6175
"2017.06.19";"Summer";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6176
"2017.06.21";"Summer";"2017";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";6177
"2017.07.09";"Summer";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";6182
"2017.07.11";"Summer";"2017";"Boating";"USA";"California";"M";"N";"White Shark";6183
"2017.07.14.b";"Summer";"2017";"Unprovoked";"USA";"Washington";"M";"N";"White Shark";6185
"2017.07.20.a";"Summer";"2017";"Unprovoked";"USA";"California";"M";"N";"White Shark";6186
"2017.07.20.b";"Summer";"2017";"Boating";"USA";"California";"M";"N";"White Shark";6187
"2017.07.22";"Summer";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6189
"2017.07.23.b";"Summer";"2017";"Unprovoked";"USA";"New Jersey";"F";"N";"Sand Tiger Shark";6191
"2017.07.29.a";"Summer";"2017";"Unprovoked";"USA";"South Carolina";"F";"N";"Unknown";6195
"2017.07.31";"Summer";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6197
"2017.08.01";"Summer";"2017";"Boating";"USA";"California";"M";"N";"White Shark";6198
"2017.08.03";"Summer";"2017";"Provoked";"USA";"Massachusetts";"M";"N";"Unknown";6199
"2017.08.10";"Summer";"2017";"Unprovoked";"USA";"South Carolina";"M";"N";"Blacktip Shark";6201
"2017.08.23";"Summer";"2017";"Unprovoked";"USA";"Massachusetts";"M";"N";"White Shark";6203
"2017.08.27";"Summer";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6206
"2017.09.02.a";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6208
"2017.09.02.b";"Fall";"2017";"Unprovoked";"USA";"Texas";"F";"N";"Unknown";6209
"2017.09.02.c";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Nurse Shark";6210
"2017.09.13";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6216
"2017.09.16.a";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6220
"2017.09.20";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6222
"2017.09.24.a";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6223
"2017.09.25.b";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6226
"2017.10.05";"Fall";"2017";"Unprovoked";"USA";"Hawaii";"F";"N";"Unknown";6228
"2017.10.09";"Fall";"2017";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";6229
"2017.10.18";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Spinner Shark";6230
"2017.10.23.a";"Fall";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6233
"2017.10.23.b";"Fall";"2017";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6234
"2017.10.26";"Fall";"2017";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";6236
"2017.11.18";"Fall";"2017";"Unprovoked";"USA";"Florida";"F";"N";"Unknown";6242
"2017.11.24";"Fall";"2017";"Unprovoked";"USA";"California";"M";"N";"White Shark";6243
"2017.12.30";"Winter";"2017";"Unprovoked";"USA";"California";"F";"N";"Unknown";6249
"2017.12.31";"Winter";"2017";"Unprovoked";"USA";"Hawaii";"F";"N";"Tiger Shark";6250
"2018.03.31";"Spring";"2018";"Unprovoked";"USA";"Hawaii";"M";"N";"Tiger Shark";6268
"2018.04.19";"Spring";"2018";"Unprovoked";"USA";"Hawaii";"M";"N";"Unknown";6278
"2018.05.13.b";"Spring";"2018";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";6291
"2018.05.21";"Spring";"2018";"Unprovoked";"USA";"South Carolina";"M";"N";"Unknown";6292
"2018.05.26.a";"Spring";"2018";"Unprovoked";"USA";"Florida";"M";"N";"Unknown";6294
"2018.05.26.b";"Spring";"2018";"Unprovoked";"USA";"Florida";"M";"N";"Bull Shark";6295
"2018.05.27";"Spring";"2018";"Unprovoked";"USA";"Florida";"M";"N";"Lemon Shark";6296
"2018.06.09";"Summer";"2018";"Invalid";"USA";"Hawaii";"M";"N";"Unknown";6301
"2018.06.18";"Summer";"2018";"Unprovoked";"USA";"Georgia";"F";"N";"Unknown";6302
"2018.06.25";"Summer";"2018";"Boating";"USA";"California";"F";"N";"White Shark";6303
